description,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,profileImageUrl
"AEA advocates for affordable, abundant & reliable energy for American consumers and businesses. AEA is the activist organization affiliated w/ @IERenergy.",8757,6586,110,1116,http://t.co/JlSOnTf3uo,American Energy Alliance,2011-01-10T17:53:08Z,FALSE,TRUE,AEA,"Washington, D.C.",NA,236480864,143,FALSE,http://pbs.twimg.com/profile_images/473580690324193280/F4ot9-dR_normal.png
Political news and commentary from the Washington Examiner. https://t.co/ou7lbgJSLh,419481,170763,479,197,http://t.co/yIzleEakTJ,Washington Examiner,2009-01-13T22:16:00Z,FALSE,TRUE,dcexaminer,"Washington, DC",NA,18956073,3929,FALSE,http://pbs.twimg.com/profile_images/1049003685639081986/zX2rN7zN_normal.jpg
"Your news source for all things local in Hunt County, Texas.",31230,2001,22,189,http://t.co/poFQspL9eY,Herald-Banner,2009-06-14T23:15:24Z,FALSE,FALSE,heraldbanner,"Greenville, Texas",NA,47201290,53,FALSE,http://pbs.twimg.com/profile_images/1119756942/27548_102514356454966_3412_q_normal.jpg
Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4),56750,32097323,6354,297,https://t.co/TcEE6NS8nD,NASA,2007-12-19T20:20:32Z,FALSE,TRUE,NASA,,NA,11348282,94072,FALSE,http://pbs.twimg.com/profile_images/1091070803184177153/TI2qItoi_normal.jpg
Congress and stuff for HuffPost. Take these tweets seriously but not literally. Send me an email: matt.fuller@huffpost.com,58404,122076,66163,4118,NA,Matt Fuller,2011-10-25T15:20:25Z,FALSE,TRUE,MEPFuller,"Washington, D.C.",NA,398088661,2744,FALSE,http://pbs.twimg.com/profile_images/549391715787083776/XJ-ObEVB_normal.jpeg
"We believe high-quality, credible news reporting on political and policy issues is of paramount importance to an informed and free society.",40095,65167,1202,5414,http://t.co/X1QEhYV0Fy,The Daily Signal,2014-02-25T15:01:18Z,FALSE,TRUE,DailySignal,"Washington, DC",NA,2361224263,1292,FALSE,http://pbs.twimg.com/profile_images/463674157725532160/exx8EGeZ_normal.jpeg
"CEI is a non-profit public policy organization dedicated to advancing the principles of limited government, free enterprise, and individual liberty.",22257,12033,744,3933,http://t.co/bv8GfGRdT9,Competitive Enterprise Institute,2008-07-17T17:49:08Z,FALSE,TRUE,ceidotorg,"Washington, DC",NA,15471040,582,FALSE,http://pbs.twimg.com/profile_images/876791700588556288/uYuMNUsp_normal.jpg
"Howe, Texas hometown news source since 1963.",5619,829,116,618,https://t.co/aCRqgpwX7C,The Howe Enterprise,2014-03-20T05:44:40Z,FALSE,FALSE,HoweEnterprise,"Howe, TX",NA,2399106745,9,FALSE,http://pbs.twimg.com/profile_images/871744783219163136/ik0VuTcH_normal.jpg
Former Representative for the 5th Congressional District of Texas (2003-2018) and Chairman of the House Financial Services Committee (2013-2018).,1076,25929,155,0,NA,Archive: Rep. Jeb Hensarling,2009-01-02T23:08:57Z,FALSE,TRUE,RepHensarling,"Washington, D.C.",NA,18566912,1022,FALSE,http://pbs.twimg.com/profile_images/563370002922098688/cIOuMZIT_normal.jpeg
"Former Member of Congress, former judge, Texan",5596,34445,1002,686,NA,Ted Poe,2009-09-14T16:40:24Z,FALSE,TRUE,JudgeTedPoe,"Humble, Texas",NA,74198348,1260,FALSE,http://pbs.twimg.com/profile_images/459598371/TP_highres_normal.jpg
Former Congressman for the Texas' 32nd Congressional District and served as the Chairman of the House Committee on Rules.,6228,33785,1002,821,NA,Pete Sessions,2009-03-16T17:54:52Z,FALSE,TRUE,PeteSessions,,NA,24735461,1286,FALSE,http://pbs.twimg.com/profile_images/1479315255/48918-012-005f_normal.jpg
Serving the 24th Congressional District of Texas | Member of @WaysandMeansGOP and House Ethics Committee,5169,26772,78,2092,http://t.co/oo2nzXGA8N,Kenny Marchant,2009-03-12T16:19:18Z,FALSE,TRUE,RepKenMarchant,"Irving and Washington, D.C.",NA,23976316,1302,FALSE,http://pbs.twimg.com/profile_images/2645758686/89e205cff6e2c817ea71dfde513483f3_normal.jpeg
"Former U.S. Representative of the 19th District of Texas, proud husband, father and grandfather, and avid fisherman.",3865,13911,172,3061,NA,Randy Neugebauer,2009-04-22T17:46:22Z,FALSE,TRUE,RandyNeugebauer,"Lubbock, TX",NA,34340464,861,FALSE,http://pbs.twimg.com/profile_images/3565341037/ba163c8a6a5ce810fb0d26c0f92af220_normal.jpeg
Former representative from the 21st District of Texas.,349,26644,1116,0,NA,Lamar Smith,2008-08-14T21:53:40Z,FALSE,TRUE,LamarSmithTX21,,NA,15856366,1354,FALSE,http://pbs.twimg.com/profile_images/832336915462516736/nPS2XijX_normal.jpg
Proven Conservative Leadership. Campaign Twitter account for Congressman John Ratcliffe.,299,2390,62,990,https://t.co/WBKCzpuGFr,John Ratcliffe,2013-11-15T17:45:16Z,FALSE,TRUE,RatcliffeTX4,"Heath, TX",NA,2196360306,110,FALSE,http://pbs.twimg.com/profile_images/464482608378687488/mL8_HVLA_normal.jpeg
"Texas corn checkoff & association serving the state's farmers thru promotion, education, research & advocacy. Offering a farm perspective for Texas consumers.",7704,3664,1030,761,http://t.co/P55O4LhQ1J,Texas Corn Producers,2009-08-18T15:16:54Z,FALSE,FALSE,TexasCorn,"Lubbock, Texas",NA,66705952,113,FALSE,http://pbs.twimg.com/profile_images/1037455318228164609/Oj-H7mt6_normal.jpg
"Executive Director, The Washington Institute; author/filmmaker, Among the Righteous; host, al-Hurra's Dakhil Washington, now in its 14th season!",6375,9266,349,998,NA,Robert Satloff,2011-02-19T04:26:46Z,FALSE,FALSE,robsatloff,,NA,254373781,248,FALSE,http://pbs.twimg.com/profile_images/378800000581186312/66c1aca5309f5da91615c6f6f5d4569f_normal.jpeg
"It is a privilege to serve and represent Virginia's
 2nd Congressional District.",4631,14614,128,2597,http://t.co/NT1QdUlwlQ,Rep. Scott Rigell,2010-12-01T16:41:57Z,FALSE,TRUE,RepScottRigell,"Virginia Beach, VA",NA,221793778,687,FALSE,http://pbs.twimg.com/profile_images/378800000221735505/7e2f1e072943fd3d1f17fdc94c76fda1_normal.jpeg
"Rockwall High School Baseball - Rockwall, Texas",3637,1918,842,408,https://t.co/UZxys3jYHW,Rockwall Baseball,2009-05-15T15:52:39Z,FALSE,FALSE,Rockbaseball,"Rockwall, TX",NA,40267760,13,FALSE,http://pbs.twimg.com/profile_images/785483363071111169/ewUB3qmU_normal.jpg
"5th generation Montanan. Retired #NavySEAL Commander. Husband, father, grandfather. Played 4 #OregonDucks. Teddy Roosevelt fan. Congressman for Montana.",1190,11022,85,1005,https://t.co/4VpMC6h5ac,Ryan Zinke,2014-12-31T17:32:01Z,FALSE,TRUE,RepRyanZinke,Montana,NA,2953494478,365,FALSE,http://pbs.twimg.com/profile_images/550345566509465600/eDxVNQ-1_normal.jpeg
Proudly serving the people of Alabama's 6th Congressional District.,2066,16676,343,878,https://t.co/f5XX8JEE0I,Gary Palmer,2014-11-04T22:58:38Z,FALSE,TRUE,USRepGaryPalmer,,NA,2861616083,535,FALSE,http://pbs.twimg.com/profile_images/963834426131087362/G281BjJD_normal.jpg
@J_Policastro @tedfioraliso @PeterZampa @KyleMidura @alana_austin @DavidAdeDC @JLAngeline @Allison_Maass @DaborowskiKaren @ngrimnews @nappsack @KristinKasperDC,3266,2496,136,1248,https://t.co/RUpfHAqFgi,Gray Television Washington News Bureau,2015-06-01T14:03:04Z,FALSE,TRUE,GrayDCnews,"Washington, DC",NA,3305610617,79,FALSE,http://pbs.twimg.com/profile_images/861598157863571456/siYMqPXo_normal.jpg
,228,114,378,236,NA,Greg Mabus,2013-05-22T14:05:38Z,FALSE,FALSE,HayMabus,,NA,1449057637,2,FALSE,http://pbs.twimg.com/profile_images/560488240457596928/invEI6WZ_normal.jpeg
Keeping you up to date with insider politics from the Lone Star State.,42138,17109,25056,10013,http://t.co/wRO4S6srT3,Texas Insider,2008-11-22T21:55:29Z,FALSE,FALSE,texasinsider,"Austin, Texas",NA,17563655,575,FALSE,http://pbs.twimg.com/profile_images/471881829553680384/wVdfu-_c_normal.jpeg
"Established in 1877, the Marshall News Messenger publishes a print edition Tuesday-Sunday, and updates breaking news online for Harrison County and beyond.",12314,1865,142,244,http://t.co/MXIr15iarZ,News Messenger,2012-09-20T18:36:31Z,FALSE,FALSE,News_Messenger,"Marshall, TX",NA,836120630,34,FALSE,http://pbs.twimg.com/profile_images/585114881226973184/SV2fJP4f_normal.jpg
'The Intelligence Report with Trish Regan' airs weekdays at 2p ET on @FoxBusiness Network. #TrishIntel @trish_regan,4166,36918,189,470,NA,Trish Regan Intel,2015-05-20T13:08:53Z,FALSE,TRUE,TrishIntel,,NA,3221357514,316,FALSE,http://pbs.twimg.com/profile_images/727841923281477632/-fu6kAOt_normal.jpg
"Updates on U.S. House Republican #Jobs and #Internships, provided by The Republican Conference.",1522,1689,0,292,http://t.co/wDfjRfrGG0,GOP Job Bank,2012-06-08T19:15:12Z,FALSE,FALSE,GOPJobBank,Washington D.C.,NA,602997805,23,FALSE,http://pbs.twimg.com/profile_images/3096450144/0dbaad0818d08d1c95606f90e55a8aca_normal.png
660 AM The Answer is the one radio station in the DFW Metroplex talking about the issues that matter most to you. Listen online @ https://t.co/7Rkfyfl191 🎙,46496,3078,84,19,https://t.co/2dZcdRJhly,660 AM The Answer,2009-09-23T23:36:23Z,FALSE,FALSE,660KSKY,"Dallas/Fort Worth, Texas",NA,76793189,67,FALSE,http://pbs.twimg.com/profile_images/999358065555030017/nGWrOxqY_normal.jpg
,801,59,241,0,http://t.co/OAqTfrw5Sl,Mavis Duncan,2014-12-10T18:50:11Z,TRUE,FALSE,MavisFannin,"Bonham, X",NA,2914190837,0,FALSE,http://pbs.twimg.com/profile_images/641080856627384320/pAz4sUCi_normal.jpg
"Conservative, campaign vet, podcaster, run @potomacstrategy. @WashTimes columnist. Chairman @TravisGOP. Steelers/Pens/Horns, lucky husband, our dogs live well",203556,23234,151242,9621,https://t.co/PbtpN6sDTc,Matt Mackowiak,2007-03-21T15:32:12Z,FALSE,FALSE,MattMackowiak,"Austin, TX",NA,1759181,929,FALSE,http://pbs.twimg.com/profile_images/1067212615234060288/u-qKEfJY_normal.jpg
The voice of Young Republicans throughout Texas. TYRF is an auxiliary of @TexasGOP and member of @YRNF. Local memberships for those between the ages of 18-40.,4782,7552,1834,1047,https://t.co/Xp7LN7X8ex,Texas YRs,2009-03-11T22:00:48Z,FALSE,FALSE,TexasYRs,The Great State of Texas,NA,23839068,140,FALSE,http://pbs.twimg.com/profile_images/496467946420441088/bgJ43ynz_normal.png
Opinion Editor @startelegram. Fmr pol editor @dallasnews. Fan @Steelers @Cardinals @DallasStars. @TCU grad. Proud to be Mr. @hollyrusak #readlocal,16147,2418,1675,515,https://t.co/mT4GT8F1Hz,Ryan J. Rusak,2009-09-22T22:27:36Z,FALSE,TRUE,rjrusak,"Fort Worth, TX",NA,76471706,148,FALSE,http://pbs.twimg.com/profile_images/1134592364725571584/Q5TwhYJ2_normal.png
"U.S. Rep for KY's 4th District, Chairman 2nd Amdt Caucus, Political Science Denier, Greenest Congressman, MIT '93 SB, '96 SM #sassywithmassie",4774,76723,14618,1264,https://t.co/WWJJaM6jJD,Thomas Massie,2012-11-28T02:33:14Z,FALSE,TRUE,RepThomasMassie,,NA,975200486,1646,FALSE,http://pbs.twimg.com/profile_images/3593159634/e158b5452b80aa99e9d1c2efd0fc2432_normal.jpeg
Serving the State of Oklahoma in the United States Senate,6370,76182,466,490,http://t.co/TAadQSsJTA,Sen. James Lankford,2010-12-12T20:33:07Z,FALSE,TRUE,SenatorLankford,"Oklahoma and Washington, DC",NA,225921757,1857,FALSE,http://pbs.twimg.com/profile_images/1095760398282838017/a_8BwNFx_normal.png
That girl standing in heels on an apple box. Political Reporter @Newsy Adjunct Professor @merrillcollege🐢 Paul Miller fellow @natpress,4981,1948,2583,795,https://t.co/eiLiaC5e5y,Alex Miller,2010-12-19T20:46:16Z,FALSE,TRUE,AlexMillerNews,"Washington, DC",NA,228474571,45,FALSE,http://pbs.twimg.com/profile_images/890316246960549888/XleSlW7M_normal.jpg
"Standing athwart history, yelling Stop. A magazine founded by the late William F. Buckley Jr. Snapchat & Instagram: NationalReview",96771,327757,696,1460,https://t.co/s00ora6By7,National Review,2009-01-23T22:20:49Z,FALSE,TRUE,NRO,New York,NA,19417492,6346,FALSE,http://pbs.twimg.com/profile_images/471722478822100992/slV_OilN_normal.jpeg
The America Republic will endure until the day Congress discovers that it can bribe the public with its own money. - Alexis de Tocqueville,55496,79276,895,460,NA,Patriot Corner,2009-06-10T01:29:09Z,FALSE,FALSE,PatriotCorner,,NA,46002396,2035,FALSE,http://pbs.twimg.com/profile_images/697290491465891841/9FTiJ1m4_normal.jpg
"The #1 source for local news and sports in Rockwall County. Serving Rockwall, Heath, Royse City, Fate and McLendon-Chisholm.",5566,2470,0,81,http://t.co/RPImOzcGQV,Rockwall HB,2013-01-21T20:29:42Z,FALSE,FALSE,HeraldBannerRW,"Rockwall, Tx",NA,1110013633,17,FALSE,http://pbs.twimg.com/profile_images/378800000469216698/8a3d7358ea1f1d784999063ff58906d6_normal.jpeg
The Official Twitter for The City of Paris Texas,94,1110,16,142,http://t.co/NF3LHBu4es,City of Paris Texas,2010-09-08T01:14:48Z,FALSE,FALSE,CityofParisTX,"Paris, Texas",NA,188147059,16,FALSE,http://pbs.twimg.com/profile_images/1119431455/ParisEffielTowerTexas_normal.jpg
I'm honored to serve Georgia's 10th Congressional District.,2882,28049,1321,936,https://t.co/apR1dqYCIk,Rep. Jody Hice,2015-01-12T18:48:35Z,FALSE,TRUE,CongressmanHice,"Greensboro, GA; Washington, DC",NA,2975091705,676,FALSE,http://pbs.twimg.com/profile_images/1004114780200816641/_vvzlcnp_normal.jpg
Proudly representing the wonderful people of Colorado (CO-04). Member on @JudiciaryGOP & @HouseForeignGOP,1579,26310,214,353,https://t.co/Tl3R8080cP,Congressman Ken Buck,2014-11-05T14:49:30Z,FALSE,TRUE,RepKenBuck,"Windsor, CO | Washington, DC",NA,2862577383,689,FALSE,http://pbs.twimg.com/profile_images/552483330839433216/tt64NtR4_normal.jpeg
The #1 source for local news and sports in Royse City.,2726,1345,1,68,http://t.co/mmujtf9Mth,Royse City HB,2013-01-21T21:52:20Z,FALSE,FALSE,HeraldBannerRC,"Royse City, Texas",NA,1110149762,9,FALSE,http://pbs.twimg.com/profile_images/378800000474902095/a248d0c6d62f36f5640f629d181781bd_normal.jpeg
"Singer/Violinist/Performer of Rock&Roll, Blues, and Soul. Not from Earth, currently ruling Mars.👽 Pretty sure I'm the Jedi Exile.",7775,14838,10296,1323,https://t.co/V0CCvhxd7c,Hannah Kirby,2013-03-12T01:57:18Z,FALSE,TRUE,IamHannahKirby,Texas,NA,1260860846,97,FALSE,http://pbs.twimg.com/profile_images/960393194134323200/i3foR6TH_normal.jpg
"Big Tex Trailers Mfg. is the #1 utility trailer manufacturer in the U.S., largely due to the #1 Dealer Network in the country.",1312,704,90,99,http://t.co/0AjFCMuFul,Big Tex Trailers,2009-05-13T13:16:40Z,FALSE,FALSE,bigtextrailers,"Mt. Pleasant, Texas",NA,39747508,5,FALSE,http://pbs.twimg.com/profile_images/961314650041151488/Qv8wnJEM_normal.jpg
Official Grassroots American Movement | Personal Freedom | Economic Freedom | Debt Free Future,31837,192945,333,34706,http://t.co/5A3fHTU9sp,Tea Party Patriots,2009-10-29T22:21:26Z,FALSE,TRUE,TPPatriots,USA,NA,86177206,2285,FALSE,http://pbs.twimg.com/profile_images/892758166307524608/npw0LhCp_normal.jpg
Honored To Represent Virginia’s 10th Congressional District. Attorney • Legislator • Mom,3783,16802,553,665,https://t.co/zwcWKMBIGJ,Barbara Comstock,2014-12-20T15:03:37Z,FALSE,TRUE,RepComstock,Virginia's 10th CD,NA,2933760046,458,FALSE,http://pbs.twimg.com/profile_images/570247519695667200/aBcZjKPe_normal.jpeg
Reba McEntire’s only named operating charity - providing a home-away-from home to families from all over the world with loved ones in Texoma hospitals.,442,440,271,97,https://t.co/xEivFjzCXt,RRH,2014-05-12T15:06:40Z,FALSE,FALSE,RebasRanchHouse,"Denison, Texas",NA,2491576046,3,FALSE,http://pbs.twimg.com/profile_images/529016035563671552/2t_m_6R0_normal.jpeg
Come out and enjoy downtown Denison for all our unique events!,984,991,335,221,http://t.co/CwTPfvwvDQ,Denison Live!,2013-06-07T15:55:58Z,FALSE,FALSE,Denison_Live,"Downtown Denison, Texas",NA,1490722435,3,FALSE,http://pbs.twimg.com/profile_images/414440855349362688/RzRaaknu_normal.jpeg
"•Texoma's Best Coffee Bar 2018•Free WiFi• 514 W. Main Denison•Bean to Cup Roaster• 818 N. Travis, Sherman • Vegan Options• Get the CJs App ☕️",3411,1335,5609,330,https://t.co/N7IhrG3MXa,CJ's Coffee,2014-04-18T14:37:09Z,FALSE,FALSE,CJscoffeecafe,"818 North Travis, Sherman TX",NA,2451464413,22,FALSE,http://pbs.twimg.com/profile_images/806836062442192896/d_UyrcaV_normal.jpg
Texas Department of Agriculture #TxAgMatters,4541,24725,600,659,http://t.co/hSEbjoAV92,Texas Agriculture,2008-11-04T17:01:57Z,FALSE,TRUE,TexasDeptofAg,"Austin, TX",NA,17161241,405,FALSE,http://pbs.twimg.com/profile_images/1063115976676270080/HXfy7DLC_normal.jpg
Reporter for @TexasFarmBureau & #TFBradio🎙; @NAFB member 🎤; former asst. news director for @KWED; proud auntie; @txlutheran alumna 🎓.  RTs not endorsements.,21963,2409,23031,2508,https://t.co/7J4AYtlQbk,Jessica Domel,2009-04-02T22:48:01Z,FALSE,FALSE,JessicaDomel,"Waco, Texas",NA,28439523,110,FALSE,http://pbs.twimg.com/profile_images/998012861690462208/btBBi2SJ_normal.jpg
The Voice of Texas Agriculture since 1933. The largest #farm and #ranch organization in Texas.,17157,20209,6324,4272,http://t.co/7J4AYtmo0S,Texas Farm Bureau,2009-01-15T20:13:03Z,FALSE,FALSE,TexasFarmBureau,"Waco, TX",NA,19036725,557,FALSE,http://pbs.twimg.com/profile_images/472018172392914944/jj8GHGPb_normal.jpeg
"Father, husband, recovering corn chip addict. Oklahoman by birth - Living in TX   instagram: @DanNewsMan12",6475,7306,938,6029,https://t.co/Rw0XpwgjGo,Dan Thomas,2008-12-19T16:51:57Z,FALSE,TRUE,DanNewsMan,"Sherman, TX",NA,18245387,44,FALSE,http://pbs.twimg.com/profile_images/2481625146/h5iwnunu74hq5h2ap7uc_normal.jpeg
"Texoma Christian School exists to develop fully each student's God-given spiritual, intellectual, and physical potential to influence the world for Jesus Christ",629,217,38,20,http://t.co/YbRfmJQGr8,Texoma Christian,2015-02-12T11:47:34Z,FALSE,FALSE,TCSAthleticDept,"Sherman, TX",NA,3032459452,1,FALSE,http://pbs.twimg.com/profile_images/715246548834095105/GmJd3Xd1_normal.jpg
First female fighter pilot to fly in combat. Veteran. Dog mom to Boomer. Proudly representing the people of Arizona in the U.S Senate.,3582,64560,264,732,https://t.co/ZaC11aNF6e,Martha McSally,2015-01-06T20:39:37Z,FALSE,TRUE,SenMcSallyAZ,"Arizona, USA",NA,2964949642,1024,FALSE,http://pbs.twimg.com/profile_images/1090315894109204480/DiDFtf5C_normal.jpg
,2606,3256,814,1630,NA,GOP en Español,2013-02-01T04:29:03Z,FALSE,TRUE,GOPEspanol,"Washington, DC",NA,1138688364,83,FALSE,http://pbs.twimg.com/profile_images/455717195050283008/mmnxK-NW_normal.png
"Wife to Dave, mom of three, and proud ""Mimi"" to 6 grandchildren. Registered nurse, former #TN06 Congressman, and @HouseBudgetGOP Chair.",5931,30368,635,1997,https://t.co/NQlkxJkNfu,Diane Black,2010-02-01T22:58:22Z,FALSE,TRUE,RepDianeBlack,"Gallatin, TN",NA,110545675,1092,FALSE,http://pbs.twimg.com/profile_images/950826608801275904/PJAg_fAC_normal.jpg
"Entrepreneur, Former CEO, Former Congressman from California.",21329,299062,873,32759,NA,Darrell Issa,2009-03-02T17:39:00Z,FALSE,TRUE,DarrellIssa,,NA,22509548,5058,FALSE,http://pbs.twimg.com/profile_images/454338555456663552/phM7MZu5_normal.jpeg
"Breaking news from CNN Digital. Now 55M strong. Check @cnn for all things CNN, breaking and more. Download the app for custom alerts: https://t.co/UCHG9M367J",67028,55581230,22,121,http://t.co/HjKR4r61U5,CNN Breaking News,2007-01-02T01:48:14Z,FALSE,TRUE,cnnbrk,Everywhere,NA,428333,182889,FALSE,http://pbs.twimg.com/profile_images/925092227667304448/fAY1HUu3_normal.jpg
Official Twitter account of the Grayson County Office of Emergency Management serving the people of Grayson County and its sixteen cities,6637,3586,942,705,https://t.co/rmSMZhyHoQ,Grayson County OEM,2009-06-05T02:06:26Z,FALSE,FALSE,GraysonCounty,Texas,NA,44794344,163,FALSE,http://pbs.twimg.com/profile_images/1098919152679555073/1P8PoLt-_normal.jpg
,551,424,0,95,https://t.co/d27uSqiqRj,Texarkana Gun Club,2009-10-27T21:44:17Z,FALSE,FALSE,TXKGunClub,"Texarkana, TX",NA,85670397,2,FALSE,http://pbs.twimg.com/profile_images/1932879546/txk_gun_club_logo_160pxls_normal.jpg
Representing Missouri’s 7th District in the United States Congress - Member of the House Energy and Commerce Committee,7624,18817,281,4331,https://t.co/uG5DCdtUfQ,U.S. Rep. Billy Long,2013-05-20T15:02:21Z,FALSE,TRUE,USRepLong,,NA,1444015610,631,FALSE,http://pbs.twimg.com/profile_images/931238240396423168/Zew9SE9S_normal.jpg
House Republican Whip. Dad. LSU & Saints fan. Proudly representing Louisiana’s First District.,9786,313052,1197,1285,NA,Steve Scalise,2013-02-22T18:10:47Z,FALSE,TRUE,SteveScalise,"Jefferson, LA",NA,1209417007,2018,FALSE,http://pbs.twimg.com/profile_images/744267613841260544/GdM7XCZM_normal.jpg
Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri https://t.co/6TKCrqRcSw,3605,22542,316,2677,https://t.co/tFjsHUzj16,Ann Wagner,2013-01-01T00:01:45Z,FALSE,TRUE,RepAnnWagner,"Ballwin, MO",NA,1051446626,811,FALSE,http://pbs.twimg.com/profile_images/949026474769645568/gtC8XH4t_normal.jpg
"""The Weekly"" is our new TV series. Episodes air Sundays at 10 p.m. on FX and on Hulu the next day. 

News tips? Share them here: https://t.co/ghL9OoYKMM",367086,43821720,18339,898,http://t.co/ahvuWqicF9,The New York Times,2007-03-02T20:41:42Z,FALSE,TRUE,nytimes,New York City,NA,807095,200203,FALSE,http://pbs.twimg.com/profile_images/1098244578472280064/gjkVMelR_normal.png
"Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.",2315,18085,430,1556,https://t.co/FWd4vPQ7Po,Barry Loudermilk,2014-12-10T18:53:17Z,FALSE,TRUE,RepLoudermilk,,NA,2914163523,488,FALSE,http://pbs.twimg.com/profile_images/1001100740792811520/yaLsE8rC_normal.jpg
"Breaking news, analysis, and opinion. Founded in 1877. Our staff on Twitter: https://t.co/VV0UBAMHg8",324746,13955209,4585,1539,http://t.co/Hq7hTYkOPg,The Washington Post,2007-03-27T11:19:39Z,FALSE,TRUE,washingtonpost,"Washington, DC",NA,2467791,90386,FALSE,http://pbs.twimg.com/profile_images/1060271522319925257/fJKwJ0r2_normal.jpg
"News. Arts & Life. Music. Everything and more from NPR.

🕵️ Securely send us news tips: https://t.co/LPkf6Tsozm",181434,7804555,2531,70874,http://t.co/SoL86ga4RI,NPR,2007-04-22T05:10:15Z,FALSE,TRUE,NPR,,NA,5392522,66496,FALSE,http://pbs.twimg.com/profile_images/722199003845304320/s2zwEoao_normal.jpg
"Breaking news, reporter tweets and analysis from the Source for News on Capitol Hill since 1955. Instagram: https://t.co/ZFMIdCppoH",104289,359903,1471,1585,https://t.co/MDNRLFUEEN,Roll Call,2008-08-20T19:53:31Z,FALSE,TRUE,rollcall,"Washington, D.C.",NA,15922214,8085,FALSE,http://pbs.twimg.com/profile_images/875811552221421568/nA_qp1qB_normal.jpg
Political coverage and conversation from @NPR. Check out the NPR Politics podcast https://t.co/uEWQ8L0XzO and subscribe to our newsletter https://t.co/mqP6dZvuIc,74114,2797051,1725,99383,https://t.co/46mWjkSa5C,NPR Politics,2007-05-03T14:45:05Z,FALSE,TRUE,nprpolitics,"Washington, DC",NA,5741722,30918,FALSE,http://pbs.twimg.com/profile_images/632194867918163968/fZtGr19H_normal.png
"The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",602814,3337401,25,263,http://t.co/t414UtTRv4,The Hill,2007-03-22T18:15:18Z,FALSE,TRUE,thehill,"Washington, DC",NA,1917731,26186,FALSE,http://pbs.twimg.com/profile_images/907330975587336193/tw7JPE5v_normal.jpg
"Nobody knows politics like POLITICO. Got a news tip for us? 
👉 https://t.co/fp9nugJuND",310885,3872599,34,1438,https://t.co/PPMyQsPlIg,POLITICO,2007-10-08T00:29:38Z,FALSE,TRUE,politico,"Washington, D.C.",NA,9300262,39546,FALSE,http://pbs.twimg.com/profile_images/677177503694237697/y6yTzWn6_normal.png
"Politics, culture, business, science, technology, health, education, global affairs, more. Tweets by @CaitlinFrazier",169407,1802520,453,1044,http://t.co/pI6FUBgQdl,The Atlantic,2009-04-27T15:41:54Z,FALSE,TRUE,TheAtlantic,"Washington, D.C.",NA,35773039,29863,FALSE,http://pbs.twimg.com/profile_images/880086372564041728/rZ4SGWbE_normal.jpg
Father of five. Small business owner. Honored to represent Oklahoma’s conservative values in Congress. https://t.co/0jHkAECORk,3097,18646,635,708,https://t.co/Qv5teppuYQ,Markwayne Mullin,2013-01-04T12:43:55Z,FALSE,TRUE,RepMullin,Oklahoma,NA,1060370282,684,FALSE,http://pbs.twimg.com/profile_images/936684558841532416/NA_AK7gd_normal.jpg
"The City of Texarkana, TX is a vibrant and lovely town of approx. 38,000 in extreme Northeast Texas.",625,1742,78,389,https://t.co/7ZkFDYNTQj,City of Texarkana TX,2013-11-04T22:12:04Z,FALSE,FALSE,CityTxkTX,"Texarkana, TX",NA,2174844176,20,FALSE,http://pbs.twimg.com/profile_images/378800000695389588/c2b78f08525ffd1563eb5a244a0de568_normal.jpeg
"Providing solutions and tools to help government affairs professionals navigate policy, politics, and people.",86200,130474,1159,1941,https://t.co/kZqLWaNnZZ,National Journal,2008-06-23T18:46:07Z,FALSE,TRUE,nationaljournal,"Washington, D.C.",NA,15210284,4812,FALSE,http://pbs.twimg.com/profile_images/965735486571601920/F65NaaNR_normal.jpg
Proudly serving Washington's beautiful 5th District in Congress. Pioneer. Trailblazer. Leader. Working Mom of Three. Wife. Ability Advocate. Trustbuilder.,11145,49548,1232,5128,https://t.co/VmKvrs9Ni1,CathyMcMorrisRodgers,2008-12-08T23:17:15Z,FALSE,TRUE,cathymcmorris,"Spokane, WA & Washington, DC",NA,17976923,2019,FALSE,http://pbs.twimg.com/profile_images/741337467714953217/5t14nEYg_normal.jpg
"Senator from Arizona, Ret",2792,661594,1,225,https://t.co/gl4CBsAGfs,Jeff Flake,2008-08-30T17:00:58Z,FALSE,TRUE,JeffFlake,"Mesa, AZ",NA,16056306,4030,FALSE,http://pbs.twimg.com/profile_images/3088681915/62adc90774fc399d3722e3df422994ba_normal.jpeg
"I'm proud to have grown up in SW WA, and honored to represent this wonderful region in the US Congress. Want regular email updates? http://t.co/sZutp93Fhg",1239,20551,20,857,http://t.co/g23DlVNdtc,JaimeHerreraBeutler,2011-01-25T22:36:44Z,FALSE,TRUE,HerreraBeutler,,NA,242926427,899,FALSE,http://pbs.twimg.com/profile_images/510487926900150272/UksS2ekj_normal.jpeg
